@@Azimute@@,@@ParExt@@,@@AbsPar@@
180,ParExt2,7
270,ParExt13,8
90,ParExt20,3
180,ParExt1,7
180,ParExt5,8
270,ParExt13,4
0,ParExt12,3
270,ParExt20,6
90,ParExt16,5
90,ParExt1,4
90,ParExt16,7
90,ParExt1,8
180,ParExt19,5
270,ParExt20,4
0,ParExt1,8
180,ParExt12,4
270,ParExt4,7
270,ParExt8,6
270,ParExt8,8
90,ParExt5,6
180,ParExt16,4
0,ParExt20,4
270,ParExt10,7
180,ParExt4,5
270,ParExt12,8
270,ParExt17,6
180,ParExt1,8
270,ParExt13,7
180,ParExt20,5
90,ParExt5,8
0,ParExt13,3
90,ParExt18,8
180,ParExt11,8
270,ParExt6,6
180,ParExt5,8
0,ParExt3,5
90,ParExt16,3
270,ParExt20,6
270,ParExt10,5
180,ParExt18,5
180,ParExt9,5
0,ParExt7,5
180,ParExt16,3
0,ParExt20,3
0,ParExt10,3
0,ParExt20,4
0,ParExt6,7
90,ParExt16,8
0,ParExt12,3
180,ParExt8,4
270,ParExt14,5
90,ParExt2,5
0,ParExt19,5
180,ParExt8,7
0,ParExt15,5
180,ParExt19,5
0,ParExt5,6
90,ParExt2,5
270,ParExt14,5
180,ParExt4,3
90,ParExt20,6
180,ParExt15,3
180,ParExt18,7
270,ParExt4,6
270,ParExt8,3
270,ParExt12,6
0,ParExt4,3
90,ParExt17,5
90,ParExt19,4
0,ParExt7,6
270,ParExt10,5
90,ParExt7,3
90,ParExt11,4
0,ParExt16,6
90,ParExt3,7
0,ParExt20,8
180,ParExt1,5
180,ParExt9,4
270,ParExt3,6
90,ParExt13,4
90,ParExt20,4
180,ParExt10,7
0,ParExt7,7
90,ParExt14,8
90,ParExt4,7
270,ParExt4,8
90,ParExt5,5
90,ParExt16,4
90,ParExt14,6
180,ParExt9,8
90,ParExt8,7
270,ParExt11,8
180,ParExt20,4
270,ParExt5,4
180,ParExt20,8
0,ParExt9,3
270,ParExt16,8
180,ParExt2,3
180,ParExt6,5
270,ParExt11,6
270,ParExt6,6
90,ParExt17,3
270,ParExt13,7
180,ParExt3,5
0,ParExt11,8
0,ParExt17,3
90,ParExt4,7
270,ParExt2,4
270,ParExt9,6
270,ParExt17,7
270,ParExt18,6
0,ParExt6,3
90,ParExt6,7
0,ParExt13,6
270,ParExt11,4
0,ParExt1,6
180,ParExt12,6
270,ParExt13,7
0,ParExt6,7
0,ParExt4,8
180,ParExt7,3
180,ParExt16,5
90,ParExt16,3
180,ParExt1,3
270,ParExt18,3
0,ParExt14,4
90,ParExt15,3
180,ParExt15,6
90,ParExt7,6
180,ParExt17,6
270,ParExt19,8
0,ParExt12,3
270,ParExt1,7
90,ParExt6,4
90,ParExt9,7
180,ParExt18,8
270,ParExt12,5
0,ParExt16,5
90,ParExt8,3
270,ParExt5,5
270,ParExt4,3
180,ParExt13,4
270,ParExt11,7
90,ParExt6,5
90,ParExt14,6
90,ParExt12,6
90,ParExt9,3
180,ParExt13,3
90,ParExt12,5
90,ParExt6,7
270,ParExt17,5
270,ParExt17,4
0,ParExt20,5
270,ParExt2,7
270,ParExt1,7
0,ParExt20,8
180,ParExt13,8
90,ParExt1,3
0,ParExt20,7
0,ParExt16,4
180,ParExt14,5
0,ParExt3,8
270,ParExt6,3
270,ParExt16,6
0,ParExt12,8
0,ParExt1,7
270,ParExt4,8
0,ParExt10,5
180,ParExt8,4
270,ParExt10,8
180,ParExt5,7
90,ParExt7,7
270,ParExt9,7
270,ParExt18,3
90,ParExt17,4
180,ParExt9,8
270,ParExt6,5
270,ParExt4,3
270,ParExt5,5
270,ParExt17,8
90,ParExt12,3
180,ParExt5,6
180,ParExt6,6
270,ParExt7,7
270,ParExt18,6
90,ParExt16,4
0,ParExt5,4
180,ParExt1,4
0,ParExt7,3
90,ParExt14,5
270,ParExt6,3
90,ParExt6,5
90,ParExt12,5
0,ParExt12,5
90,ParExt1,4
90,ParExt7,7
270,ParExt7,4
90,ParExt12,4
90,ParExt20,3
180,ParExt1,8
270,ParExt2,7
180,ParExt7,6
270,ParExt15,4
180,ParExt1,7
270,ParExt17,6
270,ParExt3,6
180,ParExt12,8
0,ParExt15,7
270,ParExt11,6
90,ParExt14,3
180,ParExt18,7
90,ParExt9,4
180,ParExt13,8
90,ParExt10,5
180,ParExt17,4
270,ParExt6,8
270,ParExt3,7
270,ParExt17,6
180,ParExt5,5
270,ParExt14,6
0,ParExt4,3
0,ParExt11,8
0,ParExt5,5
180,ParExt16,6
0,ParExt20,6
90,ParExt9,6
270,ParExt12,6
180,ParExt17,6
270,ParExt2,7
180,ParExt19,8
90,ParExt5,6
270,ParExt15,7
0,ParExt10,8
0,ParExt6,6
270,ParExt1,8
270,ParExt4,4
270,ParExt14,5
0,ParExt9,8
270,ParExt5,5
90,ParExt13,5
180,ParExt18,7
180,ParExt15,8
0,ParExt3,6
90,ParExt20,7
90,ParExt20,3
0,ParExt10,7
180,ParExt17,4
180,ParExt1,3
90,ParExt4,7
180,ParExt2,6
270,ParExt19,6
270,ParExt13,8
90,ParExt17,5
0,ParExt16,7
180,ParExt18,6
270,ParExt10,3
180,ParExt5,4
0,ParExt1,3
180,ParExt4,7
270,ParExt1,8
270,ParExt11,5
180,ParExt1,7
0,ParExt13,6
180,ParExt15,5
270,ParExt11,3
180,ParExt2,7
180,ParExt13,3
0,ParExt12,8
90,ParExt3,8
0,ParExt14,3
180,ParExt11,6
270,ParExt12,8
90,ParExt18,7
180,ParExt19,4
270,ParExt13,4
90,ParExt5,6
0,ParExt13,6
270,ParExt3,6
270,ParExt14,5
90,ParExt18,7
90,ParExt14,7
180,ParExt15,3
90,ParExt15,4
180,ParExt11,4
180,ParExt6,6
270,ParExt18,3
270,ParExt19,5
180,ParExt8,8
180,ParExt1,8
90,ParExt12,4
90,ParExt6,3
90,ParExt10,7
90,ParExt13,6
90,ParExt19,8
90,ParExt7,7
0,ParExt13,5
270,ParExt17,8
90,ParExt13,6
90,ParExt8,5
180,ParExt15,6
180,ParExt4,6
0,ParExt5,6
0,ParExt11,5
0,ParExt6,5
0,ParExt16,6
270,ParExt17,6
0,ParExt18,7
180,ParExt13,5
0,ParExt19,3
0,ParExt15,4
270,ParExt17,8
270,ParExt1,5
180,ParExt12,4
270,ParExt19,6
180,ParExt7,4
270,ParExt1,5
180,ParExt9,3
270,ParExt4,7
270,ParExt1,8
0,ParExt9,5
90,ParExt15,5
180,ParExt5,8
0,ParExt10,3
270,ParExt11,3
180,ParExt16,4
90,ParExt1,7
90,ParExt4,5
0,ParExt1,7
180,ParExt18,8
180,ParExt13,4
0,ParExt8,3
0,ParExt8,5
270,ParExt11,3
270,ParExt11,5
270,ParExt13,6
270,ParExt18,7
270,ParExt8,5
90,ParExt2,4
0,ParExt3,8
0,ParExt6,3
90,ParExt7,3
90,ParExt3,8
180,ParExt4,4
90,ParExt16,3
180,ParExt1,3
180,ParExt11,5
270,ParExt14,7
180,ParExt7,3
270,ParExt15,7
90,ParExt15,7
0,ParExt18,6
0,ParExt8,5
90,ParExt6,5
180,ParExt9,5
180,ParExt17,8
270,ParExt17,8
270,ParExt13,5
270,ParExt19,6
90,ParExt12,7
270,ParExt1,7
270,ParExt13,4
270,ParExt2,5
90,ParExt1,6
180,ParExt8,8
90,ParExt3,3
270,ParExt12,7
180,ParExt1,7
0,ParExt18,3
90,ParExt7,7
0,ParExt1,7
180,ParExt4,6
0,ParExt16,8
270,ParExt13,6
90,ParExt12,4
90,ParExt18,4
90,ParExt10,4
0,ParExt6,7
180,ParExt17,3
180,ParExt6,8
180,ParExt13,8
90,ParExt6,5
0,ParExt6,5
180,ParExt16,3
180,ParExt14,6
270,ParExt15,4
180,ParExt19,8
0,ParExt8,5
270,ParExt16,8
90,ParExt9,8
270,ParExt8,8
180,ParExt1,6
0,ParExt15,3
270,ParExt8,5
0,ParExt8,4
0,ParExt1,5
90,ParExt11,5
180,ParExt5,3
0,ParExt7,4
90,ParExt2,5
0,ParExt5,7
90,ParExt6,6
90,ParExt20,3
180,ParExt7,3
180,ParExt9,5
90,ParExt1,4
90,ParExt11,3
180,ParExt17,4
90,ParExt18,8
270,ParExt3,3
90,ParExt4,3
180,ParExt19,3
270,ParExt16,7
270,ParExt14,8
90,ParExt9,3
90,ParExt2,7
90,ParExt8,6
270,ParExt19,5
90,ParExt2,3
0,ParExt14,8
90,ParExt18,7
270,ParExt14,7
270,ParExt19,3
270,ParExt7,6
270,ParExt2,6
270,ParExt13,8
0,ParExt16,6
270,ParExt14,3
270,ParExt3,8
90,ParExt7,7
180,ParExt6,6
90,ParExt9,8
90,ParExt4,8
180,ParExt20,4
90,ParExt16,3
0,ParExt3,3
90,ParExt11,6
90,ParExt13,3
0,ParExt4,4
90,ParExt5,7
0,ParExt4,6
180,ParExt10,8
270,ParExt5,8
180,ParExt18,7
270,ParExt15,6
90,ParExt17,5
90,ParExt1,8
270,ParExt10,5
270,ParExt20,8
0,ParExt7,7
270,ParExt7,4
270,ParExt6,4
0,ParExt6,6
0,ParExt7,8
270,ParExt18,3
180,ParExt11,3
270,ParExt4,6
90,ParExt2,5
0,ParExt14,7
90,ParExt4,4
0,ParExt7,4
270,ParExt10,5
90,ParExt10,5
180,ParExt12,5
180,ParExt5,7
180,ParExt10,4
0,ParExt3,4
180,ParExt8,3
0,ParExt10,3
180,ParExt1,8
0,ParExt19,8
90,ParExt16,3
180,ParExt18,4
270,ParExt7,4
90,ParExt4,3
180,ParExt15,3
270,ParExt9,6
0,ParExt1,7
180,ParExt11,3
180,ParExt9,5
270,ParExt5,8
90,ParExt2,3
0,ParExt3,8
90,ParExt20,8
270,ParExt9,8
0,ParExt14,6
180,ParExt18,6
90,ParExt2,6
270,ParExt14,4
270,ParExt19,3
180,ParExt17,7
0,ParExt3,7
90,ParExt5,6
0,ParExt15,7
90,ParExt11,4
180,ParExt11,7
0,ParExt3,6
180,ParExt6,5
270,ParExt9,3
90,ParExt18,6
0,ParExt5,6
90,ParExt12,6
0,ParExt15,5
270,ParExt19,4
0,ParExt7,7
0,ParExt1,3
270,ParExt18,6
180,ParExt18,6
270,ParExt11,8
180,ParExt7,8
0,ParExt3,5
180,ParExt20,8
180,ParExt9,6
0,ParExt13,3
0,ParExt17,8
0,ParExt7,5
0,ParExt13,4
270,ParExt7,6
0,ParExt9,5
